Points_0,Points_1,Points_2,Points_Magnitude,R_0,R_1,R_2,R_3,R_4,R_5,R_Magnitude,UMean_0,UMean_1,UMean_2,UMean_Magnitude,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5,UPrime2Mean_Magnitude,U_0,U_1,U_2,U_Magnitude,alpha.water,arc_length,devReff_0,devReff_1,devReff_2,devReff_3,devReff_4,devReff_5,devReff_Magnitude,epsilon,k,nuEff,nut,p,p_rgh,Point ID,vtkValidPointMask,yPlus
0.2,0.0262,0.0005,0.201709,0.0166166,0.0166166,0.0166165,-0.00552082,0,0,0.0293055,0.443226,-8.88942e-08,0,0.443226,0.00300692,5.6734e-13,0,1.66222e-09,0,0,0.00300692,0.482361,2.79561e-07,0,0.482361,0.999998,0.0262,-1.62294e-08,1.59593e-08,2.70115e-10,-0.00657414,0,0,0.00657414,0.0565146,0.0249248,0.00117806,0.000989383,-2.7545,-0.184285,262,1,0
0.2,0.0263,0.0005,0.201722,0.0166474,0.0166475,0.0166474,-0.00551291,0,0,0.0293565,0.443735,-8.9634e-08,0,0.443735,0.00301412,5.67069e-13,0,1.68998e-09,0,0,0.00301412,0.482918,2.78785e-07,0,0.482918,0.999998,0.0263,-1.69699e-08,1.67808e-08,1.89061e-10,-0.00656163,0,0,0.00656163,0.0565587,0.0249712,0.00118097,0.000992288,-2.76432,-0.184298,263,1,0
0.2,0.0264,0.0005,0.201735,0.0166783,0.0166783,0.0166783,-0.005505,0,0,0.0294075,0.444245,-9.03738e-08,0,0.444245,0.00302133,5.66798e-13,0,1.71774e-09,0,0,0.00302133,0.483475,2.78009e-07,0,0.483475,0.999998,0.0264,-1.77103e-08,1.76023e-08,1.08007e-10,-0.00654913,0,0,0.00654913,0.0566028,0.0250175,0.00118387,0.000995193,-2.77415,-0.18431,264,1,0
0.2,0.0265,0.0005,0.201749,0.0167092,0.0167092,0.0167092,-0.00549708,0,0,0.0294586,0.444754,-9.11135e-08,0,0.444754,0.00302854,5.66527e-13,0,1.7455e-09,0,0,0.00302854,0.484031,2.77233e-07,0,0.484031,0.999999,0.0265,-1.84508e-08,1.84238e-08,2.69523e-11,-0.00653662,0,0,0.00653662,0.0566469,0.0250638,0.00118678,0.000998098,-2.78397,-0.184322,265,1,0
0.2,0.0266,0.0005,0.201762,0.0167401,0.0167401,0.0167401,-0.00548917,0,0,0.0295097,0.445263,-9.18533e-08,0,0.445263,0.00303574,5.66256e-13,0,1.77327e-09,0,0,0.00303574,0.484588,2.76456e-07,0,0.484588,0.999999,0.0266,-1.91912e-08,1.92453e-08,-5.4102e-11,-0.00652412,0,0,0.00652412,0.056691,0.0251101,0.00118968,0.001001,-2.79379,-0.184334,266,1,0
0.2,0.0267,0.0005,0.201775,0.0167712,0.0167712,0.0167712,-0.00548116,0,0,0.0295611,0.445766,-9.25799e-08,0,0.445766,0.00304285,5.65951e-13,0,1.80041e-09,0,0,0.00304285,0.485138,2.75641e-07,0,0.485138,0.999999,0.0267,-1.98559e-08,1.99686e-08,-1.12761e-10,-0.00651161,0,0,0.00651161,0.0567391,0.0251568,0.00119255,0.00100387,-2.80361,-0.184344,267,1,0
0.2,0.0268,0.0005,0.201788,0.0168027,0.0168027,0.0168027,-0.00547297,0,0,0.0296132,0.446258,-9.32802e-08,0,0.446258,0.00304977,5.6558e-13,0,1.82631e-09,0,0,0.00304977,0.485675,2.74749e-07,0,0.485675,0.999999,0.0268,-2.03688e-08,2.04955e-08,-1.26625e-10,-0.00649911,0,0,0.00649911,0.0567951,0.025204,0.00119533,0.00100665,-2.81343,-0.184349,268,1,0
0.2,0.0269,0.0005,0.201802,0.0168342,0.0168342,0.0168342,-0.00546477,0,0,0.0296653,0.44675,-9.39805e-08,0,0.44675,0.00305669,5.65209e-13,0,1.85221e-09,0,0,0.00305669,0.486212,2.73856e-07,0,0.486212,0.999999,0.0269,-2.08818e-08,2.10223e-08,-1.40489e-10,-0.0064866,0,0,0.0064866,0.0568511,0.0252513,0.00119812,0.00100944,-2.82324,-0.184355,269,1,0
0.2,0.027,0.0005,0.201815,0.0168657,0.0168657,0.0168657,-0.00545658,0,0,0.0297175,0.447242,-9.46808e-08,0,0.447242,0.00306361,5.64837e-13,0,1.87811e-09,0,0,0.00306361,0.486749,2.72963e-07,0,0.486749,0.999999,0.027,-2.13948e-08,2.15491e-08,-1.54354e-10,-0.0064741,0,0,0.0064741,0.0569072,0.0252985,0.0012009,0.00101223,-2.83306,-0.18436,270,1,0
0.2,0.0271,0.0005,0.201828,0.0168972,0.0168972,0.0168972,-0.00544839,0,0,0.0297696,0.447734,-9.53811e-08,0,0.447734,0.00307053,5.64466e-13,0,1.90402e-09,0,0,0.00307053,0.487287,2.7207e-07,0,0.487287,1,0.0271,-2.19077e-08,2.20759e-08,-1.68218e-10,-0.00646159,0,0,0.00646159,0.0569632,0.0253458,0.00120369,0.00101501,-2.84287,-0.184365,271,1,0
0.2,0.0272,0.0005,0.201842,0.0169287,0.0169287,0.0169287,-0.00544019,0,0,0.0298217,0.448226,-9.60814e-08,0,0.448226,0.00307744,5.64095e-13,0,1.92992e-09,0,0,0.00307744,0.487824,2.71178e-07,0,0.487824,1,0.0272,-2.24207e-08,2.26028e-08,-1.82082e-10,-0.00644909,0,0,0.00644909,0.0570192,0.025393,0.00120648,0.0010178,-2.85269,-0.18437,272,1,0
0.2,0.0273,0.0005,0.201855,0.0169602,0.0169602,0.0169602,-0.005432,0,0,0.0298739,0.448718,-9.67817e-08,0,0.448718,0.00308436,5.63724e-13,0,1.95582e-09,0,0,0.00308436,0.488361,2.70285e-07,0,0.488361,1,0.0273,-2.29336e-08,2.31296e-08,-1.95946e-10,-0.00643659,0,0,0.00643659,0.0570753,0.0254403,0.00120926,0.00102058,-2.86251,-0.184375,273,1,0
0.2,0.0274,0.0005,0.201869,0.0169917,0.0169917,0.0169917,-0.00542381,0,0,0.0299261,0.44921,-9.7482e-08,0,0.44921,0.00309128,5.63352e-13,0,1.98172e-09,0,0,0.00309128,0.488898,2.69392e-07,0,0.488898,1,0.0274,-2.34466e-08,2.36564e-08,-2.09811e-10,-0.00642408,0,0,0.00642408,0.0571313,0.0254875,0.00121205,0.00102337,-2.87232,-0.184381,274,1,0
0.2,0.0275,0.0005,0.201882,0.0170232,0.0170232,0.0170232,-0.00541561,0,0,0.0299783,0.449701,-9.81822e-08,0,0.449701,0.0030982,5.62981e-13,0,2.00762e-09,0,0,0.0030982,0.489435,2.68499e-07,0,0.489435,1,0.0275,-2.39596e-08,2.41833e-08,-2.23675e-10,-0.00641158,0,0,0.00641158,0.0571873,0.0255348,0.00121483,0.00102615,-2.88214,-0.184386,275,1,0
0.2,0.0276,0.0005,0.201896,0.0170554,0.0170554,0.0170554,-0.00540717,0,0,0.0300316,0.450177,-9.89162e-08,0,0.450177,0.00310483,5.62615e-13,0,2.03031e-09,0,0,0.00310483,0.489953,2.67385e-07,0,0.489953,1,0.0276,-2.43117e-08,2.45816e-08,-2.69993e-10,-0.00639908,0,0,0.00639908,0.0572553,0.0255831,0.0012175,0.00102882,-2.89195,-0.184386,276,1,0
0.2,0.0277,0.0005,0.20191,0.0170876,0.0170877,0.0170876,-0.00539872,0,0,0.030085,0.450653,-9.96501e-08,0,0.450653,0.00311147,5.62249e-13,0,2.053e-09,0,0,0.00311147,0.490472,2.66271e-07,0,0.490472,1,0.0277,-2.46637e-08,2.498e-08,-3.16311e-10,-0.00638657,0,0,0.00638657,0.0573233,0.0256314,0.00122017,0.00103149,-2.90176,-0.184386,277,1,0
0.2,0.0278,0.0005,0.201923,0.0171198,0.0171199,0.0171198,-0.00539028,0,0,0.0301384,0.451129,-1.00384e-07,0,0.451129,0.0031181,5.61882e-13,0,2.07569e-09,0,0,0.0031181,0.490991,2.65157e-07,0,0.490991,1,0.0278,-2.50158e-08,2.53785e-08,-3.62629e-10,-0.00637407,0,0,0.00637407,0.0573913,0.0256798,0.00122283,0.00103415,-2.91157,-0.184386,278,1,0
0.2,0.0279,0.0005,0.201937,0.017152,0.0171521,0.017152,-0.00538183,0,0,0.0301918,0.451604,-1.01118e-07,0,0.451604,0.00312474,5.61516e-13,0,2.09838e-09,0,0,0.00312474,0.491509,2.64042e-07,0,0.491509,1,0.0279,-2.53679e-08,2.57769e-08,-4.08947e-10,-0.00636157,0,0,0.00636157,0.0574593,0.0257281,0.0012255,0.00103682,-2.92138,-0.184386,279,1,0
0.2,0.028,0.0005,0.201951,0.0171843,0.0171843,0.0171843,-0.00537338,0,0,0.0302452,0.45208,-1.01852e-07,0,0.45208,0.00313137,5.6115e-13,0,2.12107e-09,0,0,0.00313137,0.492028,2.62928e-07,0,0.492028,1,0.028,-2.572e-08,2.61753e-08,-4.55265e-10,-0.00634907,0,0,0.00634907,0.0575273,0.0257764,0.00122817,0.00103949,-2.93119,-0.184385,280,1,0
0.2,0.0281,0.0005,0.201965,0.0172165,0.0172165,0.0172165,-0.00536494,0,0,0.0302986,0.452556,-1.02586e-07,0,0.452556,0.00313801,5.60784e-13,0,2.14376e-09,0,0,0.00313801,0.492547,2.61814e-07,0,0.492547,1,0.0281,-2.60721e-08,2.65736e-08,-5.01582e-10,-0.00633657,0,0,0.00633657,0.0575953,0.0258247,0.00123083,0.00104215,-2.941,-0.184385,281,1,0
0.2,0.0282,0.0005,0.201979,0.0172487,0.0172487,0.0172487,-0.00535649,0,0,0.030352,0.453031,-1.0332e-07,0,0.453031,0.00314465,5.60418e-13,0,2.16645e-09,0,0,0.00314465,0.493065,2.607e-07,0,0.493065,1,0.0282,-2.64241e-08,2.6972e-08,-5.479e-10,-0.00632407,0,0,0.00632407,0.0576633,0.025873,0.0012335,0.00104482,-2.95081,-0.184385,282,1,0
0.2,0.0283,0.0005,0.201993,0.0172809,0.0172809,0.0172809,-0.00534805,0,0,0.0304055,0.453507,-1.04054e-07,0,0.453507,0.00315128,5.60052e-13,0,2.18914e-09,0,0,0.00315128,0.493584,2.59586e-07,0,0.493584,1,0.0283,-2.67762e-08,2.73704e-08,-5.94218e-10,-0.00631156,0,0,0.00631156,0.0577313,0.0259214,0.00123617,0.00104749,-2.96062,-0.184385,283,1,0
0.2,0.0284,0.0005,0.202007,0.0173137,0.0173137,0.0173137,-0.00533945,0,0,0.0304598,0.453972,-1.04768e-07,0,0.453972,0.00315773,5.59657e-13,0,2.20805e-09,0,0,0.00315773,0.494091,2.58442e-07,0,0.494091,1,0.0284,-2.69793e-08,2.75591e-08,-5.79873e-10,-0.00629907,0,0,0.00629907,0.0578074,0.0259705,0.00123876,0.00105008,-2.97043,-0.184385,284,1,0
0.2,0.0285,0.0005,0.202021,0.0173467,0.0173467,0.0173467,-0.00533078,0,0,0.0305146,0.454433,-1.05473e-07,0,0.454433,0.00316409,5.59247e-13,0,2.22508e-09,0,0,0.00316409,0.494592,2.57284e-07,0,0.494592,1,0.0285,-2.71078e-08,2.7643e-08,-5.35196e-10,-0.00628657,0,0,0.00628657,0.0578875,0.02602,0.00124131,0.00105263,-2.98024,-0.184385,285,1,0
0.2,0.0286,0.0005,0.202035,0.0173797,0.0173797,0.0173797,-0.00532211,0,0,0.0305693,0.454893,-1.06178e-07,0,0.454893,0.00317045,5.58838e-13,0,2.24211e-09,0,0,0.00317045,0.495093,2.56126e-07,0,0.495093,1,0.0286,-2.72363e-08,2.77268e-08,-4.9052e-10,-0.00627407,0,0,0.00627407,0.0579676,0.0260695,0.00124386,0.00105518,-2.99005,-0.184385,286,1,0
0.2,0.0287,0.0005,0.202049,0.0174127,0.0174127,0.0174127,-0.00531343,0,0,0.0306241,0.455354,-1.06882e-07,0,0.455354,0.00317681,5.58429e-13,0,2.25914e-09,0,0,0.00317681,0.495595,2.54968e-07,0,0.495595,1,0.0287,-2.73648e-08,2.78107e-08,-4.45843e-10,-0.00626157,0,0,0.00626157,0.0580477,0.026119,0.00124641,0.00105773,-2.99986,-0.184385,287,1,0
0.2,0.0288,0.0005,0.202064,0.0174457,0.0174457,0.0174457,-0.00530476,0,0,0.030679,0.455815,-1.07587e-07,0,0.455815,0.00318316,5.5802e-13,0,2.27616e-09,0,0,0.00318316,0.496096,2.5381e-07,0,0.496096,1,0.0288,-2.74934e-08,2.78945e-08,-4.01166e-10,-0.00624907,0,0,0.00624907,0.0581278,0.0261685,0.00124896,0.00106028,-3.00967,-0.184385,288,1,0
0.2,0.0289,0.0005,0.202078,0.0174787,0.0174787,0.0174787,-0.00529609,0,0,0.0307338,0.456275,-1.08292e-07,0,0.456275,0.00318952,5.5761e-13,0,2.29319e-09,0,0,0.00318952,0.496597,2.52652e-07,0,0.496597,1,0.0289,-2.76219e-08,2.79784e-08,-3.56488e-10,-0.00623657,0,0,0.00623657,0.058208,0.0262181,0.00125151,0.00106283,-3.01948,-0.184385,289,1,0
0.2,0.029,0.0005,0.202092,0.0175117,0.0175117,0.0175117,-0.00528742,0,0,0.0307886,0.456736,-1.08997e-07,0,0.456736,0.00319588,5.57201e-13,0,2.31022e-09,0,0,0.00319588,0.497099,2.51494e-07,0,0.497099,1,0.029,-2.77504e-08,2.80622e-08,-3.11811e-10,-0.00622408,0,0,0.00622408,0.0582881,0.0262676,0.00125406,0.00106538,-3.02929,-0.184385,290,1,0
0.2,0.0291,0.0005,0.202107,0.0175447,0.0175447,0.0175447,-0.00527874,0,0,0.0308434,0.457196,-1.09702e-07,0,0.457196,0.00320224,5.56792e-13,0,2.32725e-09,0,0,0.00320224,0.4976,2.50336e-07,0,0.4976,1,0.0291,-2.78789e-08,2.81461e-08,-2.67134e-10,-0.00621158,0,0,0.00621158,0.0583682,0.0263171,0.00125661,0.00106793,-3.0391,-0.184385,291,1,0
0.2,0.0292,0.0005,0.202121,0.017578,0.017578,0.017578,-0.00527,0,0,0.0308988,0.457652,-1.10396e-07,0,0.457652,0.00320851,5.56396e-13,0,2.34449e-09,0,0,0.00320851,0.498096,2.49197e-07,0,0.498096,1,0.0292,-2.80078e-08,2.8248e-08,-2.40238e-10,-0.00619908,0,0,0.00619908,0.0584524,0.026367,0.00125912,0.00107044,-3.04891,-0.184385,292,1,0
0.2,0.0293,0.0005,0.202135,0.0176119,0.0176119,0.0176119,-0.00526113,0,0,0.0309551,0.458098,-1.1107e-07,0,0.458098,0.00321459,5.56025e-13,0,2.36215e-09,0,0,0.00321459,0.49858,2.48094e-07,0,0.49858,1,0.0293,-2.81374e-08,2.83863e-08,-2.48904e-10,-0.00618658,0,0,0.00618658,0.0585448,0.0264179,0.00126156,0.00107288,-3.05872,-0.184385,293,1,0
0.2,0.0294,0.0005,0.20215,0.0176458,0.0176458,0.0176458,-0.00525225,0,0,0.0310114,0.458544,-1.11744e-07,0,0.458544,0.00322068,5.55655e-13,0,2.37982e-09,0,0,0.00322068,0.499065,2.46992e-07,0,0.499065,1,0.0294,-2.8267e-08,2.85246e-08,-2.57569e-10,-0.00617409,0,0,0.00617409,0.0586372,0.0264687,0.00126399,0.00107532,-3.06853,-0.184385,294,1,0
0.2,0.0295,0.0005,0.202165,0.0176797,0.0176797,0.0176797,-0.00524337,0,0,0.0310678,0.45899,-1.12418e-07,0,0.45899,0.00322677,5.55284e-13,0,2.39748e-09,0,0,0.00322677,0.49955,2.45889e-07,0,0.49955,1,0.0295,-2.83967e-08,2.86629e-08,-2.66234e-10,-0.00616159,0,0,0.00616159,0.0587296,0.0265195,0.00126643,0.00107775,-3.07834,-0.184385,295,1,0
0.2,0.0296,0.0005,0.202179,0.0177136,0.0177136,0.0177136,-0.00523449,0,0,0.0311241,0.459436,-1.13092e-07,0,0.459436,0.00323285,5.54913e-13,0,2.41514e-09,0,0,0.00323285,0.500035,2.44786e-07,0,0.500035,1,0.0296,-2.85263e-08,2.88012e-08,-2.74899e-10,-0.0061491,0,0,0.0061491,0.058822,0.0265704,0.00126887,0.00108019,-3.08815,-0.184385,296,1,0
0.2,0.0297,0.0005,0.202194,0.0177474,0.0177475,0.0177474,-0.00522562,0,0,0.0311805,0.459883,-1.13766e-07,0,0.459883,0.00323894,5.54543e-13,0,2.43281e-09,0,0,0.00323894,0.50052,2.43684e-07,0,0.50052,1,0.0297,-2.86559e-08,2.89395e-08,-2.83564e-10,-0.0061366,0,0,0.0061366,0.0589143,0.0266212,0.0012713,0.00108263,-3.09796,-0.184385,297,1,0
0.2,0.0298,0.0005,0.202209,0.0177813,0.0177814,0.0177813,-0.00521674,0,0,0.0312369,0.460329,-1.1444e-07,0,0.460329,0.00324503,5.54172e-13,0,2.45047e-09,0,0,0.00324503,0.501005,2.42581e-07,0,0.501005,1,0.0298,-2.87855e-08,2.90777e-08,-2.9223e-10,-0.00612411,0,0,0.00612411,0.0590067,0.026672,0.00127374,0.00108506,-3.10777,-0.184385,298,1,0
0.2,0.0299,0.0005,0.202223,0.0178152,0.0178153,0.0178152,-0.00520786,0,0,0.0312933,0.460775,-1.15114e-07,0,0.460775,0.00325112,5.53802e-13,0,2.46814e-09,0,0,0.00325112,0.50149,2.41478e-07,0,0.50149,1,0.0299,-2.89151e-08,2.9216e-08,-3.00895e-10,-0.00611161,0,0,0.00611161,0.0590991,0.0267229,0.00127617,0.0010875,-3.11758,-0.184385,299,1,0
0.2,0.03,0.0005,0.202238,0.0178491,0.0178492,0.0178491,-0.00519898,0,0,0.0313497,0.461221,-1.15788e-07,0,0.461221,0.0032572,5.53431e-13,0,2.4858e-09,0,0,0.0032572,0.501975,2.40376e-07,0,0.501975,1,0.03,-2.90447e-08,2.93543e-08,-3.0956e-10,-0.00609912,0,0,0.00609912,0.0591915,0.0267737,0.00127861,0.00108993,-3.12739,-0.184385,300,1,0
0.2,0.0301,0.0005,0.202253,0.0178839,0.017884,0.0178839,-0.00518992,0,0,0.0314077,0.461654,-1.16465e-07,0,0.461654,0.00326302,5.53099e-13,0,2.49849e-09,0,0,0.00326302,0.502444,2.39159e-07,0,0.502444,1,0.0301,-2.91699e-08,2.9489e-08,-3.19058e-10,-0.00608662,0,0,0.00608662,0.0592964,0.026826,0.00128093,0.00109226,-3.1372,-0.184385,301,1,0
0.2,0.0302,0.0005,0.202268,0.0179188,0.0179188,0.0179188,-0.00518085,0,0,0.0314657,0.462086,-1.17142e-07,0,0.462086,0.00326884,5.52767e-13,0,2.51118e-09,0,0,0.00326884,0.502913,2.37943e-07,0,0.502913,1,0.0302,-2.9295e-08,2.96236e-08,-3.28556e-10,-0.00607413,0,0,0.00607413,0.0594013,0.0268782,0.00128326,0.00109458,-3.14701,-0.184385,302,1,0
0.2,0.0303,0.0005,0.202283,0.0179536,0.0179537,0.0179536,-0.00517179,0,0,0.0315238,0.462519,-1.17819e-07,0,0.462519,0.00327466,5.52434e-13,0,2.52387e-09,0,0,0.00327466,0.503382,2.36726e-07,0,0.503382,1,0.0303,-2.94202e-08,2.97583e-08,-3.38053e-10,-0.00606163,0,0,0.00606163,0.0595062,0.0269305,0.00128558,0.00109691,-3.15682,-0.184385,303,1,0
0.2,0.0304,0.0005,0.202298,0.0179885,0.0179885,0.0179885,-0.00516273,0,0,0.0315818,0.462951,-1.18496e-07,0,0.462951,0.00328049,5.52102e-13,0,2.53656e-09,0,0,0.00328049,0.503852,2.3551e-07,0,0.503852,1,0.0304,-2.95454e-08,2.98929e-08,-3.47551e-10,-0.00604914,0,0,0.00604914,0.0596111,0.0269828,0.00128791,0.00109923,-3.16663,-0.184385,304,1,0
0.2,0.0305,0.0005,0.202313,0.0180233,0.0180234,0.0180233,-0.00515366,0,0,0.0316399,0.463384,-1.19174e-07,0,0.463384,0.00328631,5.5177e-13,0,2.54925e-09,0,0,0.00328631,0.504321,2.34293e-07,0,0.504321,1,0.0305,-2.96705e-08,3.00276e-08,-3.57049e-10,-0.00603665,0,0,0.00603665,0.059716,0.027035,0.00129023,0.00110156,-3.17644,-0.184384,305,1,0
0.2,0.0306,0.0005,0.202328,0.0180582,0.0180582,0.0180582,-0.0051446,0,0,0.031698,0.463817,-1.19851e-07,0,0.463817,0.00329213,5.51437e-13,0,2.56194e-09,0,0,0.00329213,0.50479,2.33077e-07,0,0.50479,1,0.0306,-2.97957e-08,3.01622e-08,-3.66546e-10,-0.00602415,0,0,0.00602415,0.0598209,0.0270873,0.00129256,0.00110388,-3.18625,-0.184384,306,1,0
0.2,0.0307,0.0005,0.202343,0.018093,0.0180931,0.018093,-0.00513553,0,0,0.0317561,0.464249,-1.20528e-07,0,0.464249,0.00329795,5.51105e-13,0,2.57463e-09,0,0,0.00329795,0.50526,2.3186e-07,0,0.50526,1,0.0307,-2.99208e-08,3.02969e-08,-3.76044e-10,-0.00601166,0,0,0.00601166,0.0599258,0.0271396,0.00129488,0.00110621,-3.19606,-0.184384,307,1,0
0.2,0.0308,0.0005,0.202358,0.0181279,0.0181279,0.0181279,-0.00512647,0,0,0.0318142,0.464682,-1.21205e-07,0,0.464682,0.00330377,5.50773e-13,0,2.58732e-09,0,0,0.00330377,0.505729,2.30644e-07,0,0.505729,1,0.0308,-3.0046e-08,3.04316e-08,-3.85542e-10,-0.00599917,0,0,0.00599917,0.0600307,0.0271919,0.00129721,0.00110853,-3.20587,-0.184384,308,1,0
0.2,0.0309,0.0005,0.202374,0.0181634,0.0181635,0.0181634,-0.00511729,0,0,0.0318735,0.465106,-1.21846e-07,0,0.465106,0.00330941,5.50445e-13,0,2.59888e-09,0,0,0.00330941,0.506188,2.29464e-07,0,0.506188,1,0.0309,-3.01703e-08,3.05482e-08,-3.77861e-10,-0.00598667,0,0,0.00598667,0.0601442,0.0272452,0.00129946,0.00111078,-3.21568,-0.184384,309,1,0
0.2,0.031,0.0005,0.202389,0.0181993,0.0181993,0.0181993,-0.00510806,0,0,0.0319333,0.465526,-1.22469e-07,0,0.465526,0.00331497,5.50118e-13,0,2.60987e-09,0,0,0.00331497,0.506643,2.28302e-07,0,0.506643,1,0.031,-3.02942e-08,3.06558e-08,-3.61591e-10,-0.00597418,0,0,0.00597418,0.0602618,0.027299,0.00130168,0.001113,-3.22549,-0.184384,310,1,0
0.2,0.0311,0.0005,0.202404,0.0182352,0.0182352,0.0182352,-0.00509883,0,0,0.0319932,0.465945,-1.23091e-07,0,0.465945,0.00332053,5.49792e-13,0,2.62086e-09,0,0,0.00332053,0.507097,2.2714e-07,0,0.507097,1,0.0311,-3.04181e-08,3.07634e-08,-3.45321e-10,-0.00596169,0,0,0.00596169,0.0603795,0.0273528,0.00130389,0.00111521,-3.2353,-0.184384,311,1,0
0.2,0.0312,0.0005,0.20242,0.0182711,0.0182711,0.0182711,-0.00508959,0,0,0.0320531,0.466365,-1.23714e-07,0,0.466365,0.00332609,5.49466e-13,0,2.63185e-09,0,0,0.00332609,0.507552,2.25978e-07,0,0.507552,1,0.0312,-3.0542e-08,3.08711e-08,-3.29051e-10,-0.0059492,0,0,0.0059492,0.0604972,0.0274067,0.00130611,0.00111743,-3.24511,-0.184384,312,1,0
0.2,0.0313,0.0005,0.202435,0.018307,0.018307,0.018307,-0.00508036,0,0,0.0321131,0.466785,-1.24337e-07,0,0.466785,0.00333165,5.4914e-13,0,2.64285e-09,0,0,0.00333165,0.508006,2.24816e-07,0,0.508006,1,0.0313,-3.06659e-08,3.09787e-08,-3.12781e-10,-0.00593671,0,0,0.00593671,0.0606149,0.0274605,0.00130832,0.00111965,-3.25492,-0.184384,313,1,0
0.2,0.0314,0.0005,0.202451,0.0183429,0.0183429,0.0183429,-0.00507112,0,0,0.032173,0.467205,-1.2496e-07,0,0.467205,0.00333721,5.48814e-13,0,2.65384e-09,0,0,0.00333721,0.508461,2.23655e-07,0,0.508461,1,0.0314,-3.07898e-08,3.10863e-08,-2.96512e-10,-0.00592422,0,0,0.00592422,0.0607326,0.0275143,0.00131054,0.00112186,-3.26473,-0.184384,314,1,0
0.2,0.0315,0.0005,0.202466,0.0183788,0.0183788,0.0183788,-0.00506189,0,0,0.0322329,0.467624,-1.25583e-07,0,0.467624,0.00334277,5.48487e-13,0,2.66483e-09,0,0,0.00334277,0.508915,2.22493e-07,0,0.508915,1,0.0315,-3.09137e-08,3.11939e-08,-2.80241e-10,-0.00591172,0,0,0.00591172,0.0608502,0.0275682,0.00131276,0.00112408,-3.27454,-0.184384,315,1,0
0.2,0.0316,0.0005,0.202482,0.0184146,0.0184147,0.0184147,-0.00505266,0,0,0.0322929,0.468044,-1.26206e-07,0,0.468044,0.00334832,5.48161e-13,0,2.67582e-09,0,0,0.00334832,0.50937,2.21331e-07,0,0.50937,1,0.0316,-3.10376e-08,3.13015e-08,-2.63971e-10,-0.00589923,0,0,0.00589923,0.0609679,0.027622,0.00131497,0.00112629,-3.28435,-0.184384,316,1,0
0.2,0.0317,0.0005,0.202497,0.0184509,0.0184509,0.0184509,-0.00504337,0,0,0.0323535,0.46846,-1.26831e-07,0,0.46846,0.0033538,5.47853e-13,0,2.68558e-09,0,0,0.0033538,0.50982,2.20143e-07,0,0.50982,1,0.0317,-3.11779e-08,3.14308e-08,-2.52877e-10,-0.00588674,0,0,0.00588674,0.06109,0.0276764,0.00131715,0.00112847,-3.29416,-0.184384,317,1,0
0.2,0.0318,0.0005,0.202513,0.0184879,0.018488,0.0184879,-0.00503399,0,0,0.0324153,0.468867,-1.27463e-07,0,0.468867,0.0033591,5.47582e-13,0,2.69289e-09,0,0,0.0033591,0.51026,2.18903e-07,0,0.51026,1,0.0318,-3.13512e-08,3.16034e-08,-2.52135e-10,-0.00587425,0,0,0.00587425,0.0612208,0.0277319,0.00131927,0.00113059,-3.30397,-0.184383,318,1,0
0.2,0.0319,0.0005,0.202529,0.0185249,0.018525,0.018525,-0.0050246,0,0,0.0324772,0.469275,-1.28094e-07,0,0.469275,0.0033644,5.47311e-13,0,2.70019e-09,0,0,0.0033644,0.510701,2.17663e-07,0,0.510701,1,0.0319,-3.15246e-08,3.17759e-08,-2.51392e-10,-0.00586176,0,0,0.00586176,0.0613516,0.0277874,0.00132138,0.0011327,-3.31378,-0.184382,319,1,0
0.2,0.032,0.0005,0.202544,0.0185619,0.018562,0.018562,-0.00501522,0,0,0.0325391,0.469683,-1.28726e-07,0,0.469683,0.0033697,5.47041e-13,0,2.7075e-09,0,0,0.0033697,0.511141,2.16423e-07,0,0.511141,1,0.032,-3.16979e-08,3.19485e-08,-2.50649e-10,-0.00584927,0,0,0.00584927,0.0614823,0.0278429,0.00132349,0.00113481,-3.32359,-0.184382,320,1,0
0.2,0.0321,0.0005,0.20256,0.018599,0.018599,0.018599,-0.00500583,0,0,0.032601,0.47009,-1.29358e-07,0,0.47009,0.003375,5.4677e-13,0,2.7148e-09,0,0,0.003375,0.511582,2.15183e-07,0,0.511582,1,0.0321,-3.18712e-08,3.21211e-08,-2.49906e-10,-0.00583678,0,0,0.00583678,0.0616131,0.0278985,0.0013256,0.00113692,-3.3334,-0.184381,321,1,0
0.2,0.0322,0.0005,0.202576,0.018636,0.018636,0.018636,-0.00499644,0,0,0.0326629,0.470498,-1.29989e-07,0,0.470498,0.0033803,5.46499e-13,0,2.72211e-09,0,0,0.0033803,0.512022,2.13943e-07,0,0.512022,1,0.0322,-3.20445e-08,3.22937e-08,-2.49163e-10,-0.00582429,0,0,0.00582429,0.0617439,0.027954,0.00132771,0.00113903,-3.34321,-0.184381,322,1,0
0.2,0.0323,0.0005,0.202592,0.018673,0.018673,0.018673,-0.00498706,0,0,0.0327248,0.470905,-1.30621e-07,0,0.470905,0.0033856,5.46228e-13,0,2.72941e-09,0,0,0.0033856,0.512463,2.12703e-07,0,0.512463,1,0.0323,-3.22178e-08,3.24662e-08,-2.48421e-10,-0.0058118,0,0,0.0058118,0.0618747,0.0280095,0.00132982,0.00114114,-3.35302,-0.18438,323,1,0
